ticker,date,open,high,low,close,volume,vwap,transactions
IDXX,2024-06-17,500.16,504.935,495.54,504.33,509808.0,501.9377,17664
IDXX,2024-06-18,501.08,504.76,497.88,503.6,621866.0,503.4225,16317
IDXX,2024-06-20,502.13,502.13,493.78,495.96,752937.0,496.0412,20347
IDXX,2024-06-21,497.72,500.61,490.0,495.73,1220027.0,495.313,22305
IDXX,2024-06-24,494.4,496.35,487.905,491.49,703869.0,492.09,18367
IDXX,2024-06-25,493.49,495.35,487.44,491.08,718317.0,490.5156,15409
IDXX,2024-06-26,489.42,492.72,486.92,488.61,394943.0,488.7231,13755
IDXX,2024-06-27,487.44,494.16,485.18,493.96,350056.0,492.1205,14762
IDXX,2024-06-28,493.76,496.25,484.93,487.2,863807.0,488.1529,20232
IDXX,2024-07-01,486.44,490.7,474.45,476.4,436004.0,478.8107,16252
IDXX,2024-07-02,477.27,480.81,473.085,477.23,414096.0,476.549,15794
IDXX,2024-07-03,475.91,479.77,472.67,477.49,297173.0,476.6519,9062
IDXX,2024-07-05,476.26,488.8899,475.31,486.0,381823.0,484.9909,11826
IDXX,2024-07-08,486.46,487.32,481.53,483.73,224968.0,483.9481,9917
IDXX,2024-07-09,482.73,483.0,476.83,477.89,292475.0,478.545,9983
IDXX,2024-07-10,478.53,483.7,470.96,483.39,328159.0,479.1214,12079
IDXX,2024-07-11,486.18,494.695,486.18,487.78,409405.0,488.5307,13980
IDXX,2024-07-12,490.88,500.23,488.34,492.74,351816.0,494.9812,14245
IDXX,2024-07-15,490.8,491.3589,481.4,482.7,418149.0,484.596,14883
IDXX,2024-07-16,484.03,502.32,483.93,499.52,795439.0,493.2187,18792
IDXX,2024-07-17,497.81,516.955,491.77,496.47,627658.0,500.2609,19750
IDXX,2024-07-18,489.03,490.0,468.04,470.74,748363.0,476.3751,22129
IDXX,2024-07-19,475.558,476.22,462.71,468.2,750302.0,467.3234,20199
IDXX,2024-07-22,474.9,479.3,466.98,475.29,576561.0,472.9745,16336
IDXX,2024-07-23,477.91,479.34,469.93,470.41,398568.0,472.8698,13115
IDXX,2024-07-24,469.78,478.48,463.94,471.34,671712.0,472.367,15080
IDXX,2024-07-25,476.11,484.23,469.84,470.68,591298.0,474.274,19160
IDXX,2024-07-26,476.23,476.23,467.8,469.71,588415.0,471.5392,15153
IDXX,2024-07-29,469.71,473.105,458.0,472.63,763194.0,470.5895,15805
IDXX,2024-07-30,475.0,481.86,470.76,474.69,557705.0,475.1608,16045
IDXX,2024-07-31,477.0,484.405,472.64,476.12,557559.0,478.2527,15107
IDXX,2024-08-01,475.33,487.48,473.925,477.84,506989.0,478.1978,15049
IDXX,2024-08-02,476.21,481.85,457.8,468.63,827133.0,467.6476,20049
IDXX,2024-08-05,459.0,463.13,446.28,455.08,1134047.0,455.4152,31339
IDXX,2024-08-06,465.0,489.25,465.0,469.37,1132859.0,474.4708,30863
IDXX,2024-08-07,471.75,486.54,464.9901,467.07,648661.0,472.6513,18380
IDXX,2024-08-08,469.27,484.38,467.02,483.91,515222.0,481.1512,16568
IDXX,2024-08-09,482.41,486.9,476.99,482.84,354043.0,483.2158,15429
IDXX,2024-08-12,481.31,483.8906,477.25,479.93,326061.0,479.8855,12070
IDXX,2024-08-13,483.0,492.08,483.0,487.82,531496.0,489.0192,18314
IDXX,2024-08-14,485.51,485.73,466.76,474.94,542673.0,473.9071,18917
IDXX,2024-08-15,479.85,491.295,474.185,485.52,616189.0,483.2313,17950
IDXX,2024-08-16,483.47,495.6299,479.72,492.26,590424.0,490.8455,18218
IDXX,2024-08-19,493.8,498.34,489.42,496.99,366441.0,494.407,12645
IDXX,2024-08-20,496.99,503.6,492.73,494.01,334435.0,495.806,12215
IDXX,2024-08-21,495.82,497.22,491.03,494.99,303486.0,494.1535,11522
IDXX,2024-08-22,497.39,497.94,489.51,491.73,252508.0,492.9634,11527
IDXX,2024-08-23,495.71,497.54,487.6,488.13,255571.0,490.0789,10458
IDXX,2024-08-26,489.99,491.505,482.395,484.07,279587.0,486.4435,10892
IDXX,2024-08-27,483.47,485.88,480.26,482.56,278557.0,482.9204,11811
IDXX,2024-08-28,481.03,487.3331,480.19,481.48,276654.0,483.0902,10467
IDXX,2024-08-29,485.46,492.67,483.4,487.28,395421.0,487.384,11642
IDXX,2024-08-30,489.37,491.21,476.56,481.33,406350.0,481.596,11318
IDXX,2024-09-03,475.91,481.8829,467.81,469.01,437531.0,472.4048,18876
IDXX,2024-09-04,468.3,473.12,466.11,471.29,276013.0,470.5969,10336
IDXX,2024-09-05,471.13,472.41,465.53,469.18,278739.0,468.6689,14232
IDXX,2024-09-06,469.78,477.53,467.31,472.35,433023.0,471.7469,13865
IDXX,2024-09-09,476.98,485.13,475.685,480.34,449479.0,481.1512,16124
IDXX,2024-09-10,481.11,496.7869,481.11,495.95,476718.0,492.6359,17761
IDXX,2024-09-11,494.84,494.84,475.62,490.26,359296.0,486.7097,12103
IDXX,2024-09-12,490.26,497.22,481.2,497.04,293535.0,493.2032,10753
IDXX,2024-09-13,497.35,508.07,495.6,500.55,321888.0,502.3955,13768
IDXX,2024-09-16,505.05,512.1,503.76,511.38,296076.0,509.2971,14054
IDXX,2024-09-17,513.27,519.54,511.47,512.27,405896.0,514.452,14489
IDXX,2024-09-18,512.27,521.73,505.72,511.3,360504.0,513.2614,13923
IDXX,2024-09-19,523.81,530.6,515.68,517.06,333838.0,519.0914,13238
IDXX,2024-09-20,515.32,515.32,504.4725,506.74,688912.0,508.6715,12273
IDXX,2024-09-23,509.2,510.31,502.2401,507.66,364540.0,506.7716,13335
IDXX,2024-09-24,508.07,511.83,505.195,506.38,323789.0,507.0136,10082
IDXX,2024-09-25,508.47,508.95,496.45,497.76,301635.0,499.9365,12210
IDXX,2024-09-26,503.96,509.24,500.7175,509.03,366586.0,506.8485,12349
IDXX,2024-09-27,514.76,518.97,509.4732,511.78,279189.0,513.2949,9906
IDXX,2024-09-30,510.74,512.62,500.16,505.22,390286.0,504.8573,16640
IDXX,2024-10-01,505.22,505.515,493.2741,495.42,339116.0,496.3158,13085
IDXX,2024-10-02,495.01,495.01,484.58,485.97,408096.0,488.9797,15231
IDXX,2024-10-03,481.63,484.01,477.29,483.52,379610.0,482.1736,15131
IDXX,2024-10-04,489.56,492.41,475.0,477.67,468682.0,478.2316,17517
IDXX,2024-10-07,474.49,475.45,468.05,472.41,395136.0,471.3518,14745
IDXX,2024-10-08,472.66,478.92,470.27,475.53,437080.0,475.8785,13506
IDXX,2024-10-09,473.21,480.64,470.465,474.65,347150.0,474.6406,12823
IDXX,2024-10-10,468.0,473.9,465.16,473.28,344387.0,471.1779,12948
IDXX,2024-10-11,474.92,484.61,474.92,476.27,490765.0,477.8337,14742
IDXX,2024-10-14,478.0,479.58,474.33,478.0,512443.0,476.7191,13672
IDXX,2024-10-15,478.37,486.87,473.02,473.92,607192.0,476.5273,15564
IDXX,2024-10-16,474.54,474.54,460.3601,463.89,991156.0,465.2679,21954
IDXX,2024-10-17,466.6,467.95,458.05,460.01,552226.0,460.8376,19637
IDXX,2024-10-18,458.8,460.865,453.17,457.74,747282.0,457.9177,20741
IDXX,2024-10-21,456.02,457.495,447.84,453.38,993651.0,452.494,24949
IDXX,2024-10-22,453.49,462.59,449.39,461.49,646196.0,458.2041,16428
IDXX,2024-10-23,456.9,460.24,452.435,457.9,647419.0,456.8169,16861
IDXX,2024-10-24,458.67,461.54,452.12,452.27,532704.0,455.1247,15031
IDXX,2024-10-25,455.67,456.23,450.13,451.41,508427.0,452.1868,17558
IDXX,2024-10-28,455.39,456.84,447.96,449.44,616473.0,450.5872,16754
IDXX,2024-10-29,447.725,452.45,443.2,447.83,702834.0,448.9051,18746
IDXX,2024-10-30,445.43,456.66,445.43,451.08,962099.0,451.8343,28486
IDXX,2024-10-31,430.0,430.0,404.74,406.92,2006545.0,412.6939,48182
IDXX,2024-11-01,408.58,422.09,408.58,417.28,994156.0,418.0342,25636
